Key.tab		1568973831.6078546
Key.alt_l		1568973831.9982178
Key.tab		1568973832.0533464
Key.alt_l		1568973832.5645204
Key.tab		1568973832.6344802
Key.alt_l		1568973832.9742332
Key.tab		1568973833.044618
Key.alt_l		1568973833.8993554
Key.tab		1568973834.3713262
Key.space		1568973857.0682971
Key.space		1568973857.3854053
Key.space		1568973861.1829698
'b'		1568973864.3693311
'a'		1568973864.4821446
'n'		1568973864.5772517
'a'		1568973864.665362
'n'		1568973864.7312298
'a'		1568973865.3340278
Key.space		1568973865.4501834
'i'		1568973866.038214
'c'		1568973866.1393003
'o'		1568973866.2333012
'n'		1568973866.4494529
Key.enter		1568973866.6894147
Key.backspace		1568973880.0341642
Key.enter		1568973880.312093
Key.space		1568973967.2992713
Key.alt_l		1568973967.5597005
Key.tab		1568973967.6096368
Key.alt_l		1568973968.0525148
Key.tab		1568973968.1083126
Key.left		1568973968.5499828
Key.left		1568973968.9093437
Key.space		1568973969.260675
Key.alt_l		1568973969.571678
Key.space		1568973969.74687
Key.alt_l		1568973970.0290906
Key.alt_l		1568973971.1673822
Key.tab		1568973971.225073
Key.tab		1568973971.7886674
Key.backspace		1568973973.7287166
Key.backspace		1568973974.4515822
Key.ctrl_l		1568973977.5614874
'x'		1568973977.6514392
Key.alt_l		1568973977.926292
Key.tab		1568973978.0220091
Key.ctrl_l		1568973979.5818439
'v'		1568973979.6625454
Key.right		1568973982.8007112
Key.right		1568973982.9960568
Key.right		1568973983.117004
Key.right		1568973983.4215684
Key.right		1568973983.7250028
Key.backspace		1568973984.3003192
Key.backspace		1568973984.4751754
Key.backspace		1568973984.6172342
'i'		1568973985.3359685
'c'		1568973985.4419527
'o'		1568973985.5343459
Key.enter		1568973985.9101799
Key.enter		1568973986.1058736
Key.alt_l		1568973991.0536988
Key.tab		1568973991.1554747
Key.alt_l		1568973991.8174293
Key.tab		1568973992.061557
Key.alt_l		1568973992.7255938
Key.tab		1568973992.771415
Key.alt_l		1568973993.3281565
Key.tab		1568973993.3764236
Key.alt_l		1568973993.8007944
Key.tab		1568973993.9259675
Key.tab		1568973994.2118015
'g'		1568973996.2966516
';'		1568973996.4913998
Key.backspace		1568973996.6981888
Key.shift		1568973996.837729
';'		1568973997.0928493
Key.enter		1568973997.6363895
Key.ctrl_l		1568974000.0886662
'c'		1568974000.278694
Key.alt_l		1568974000.5754678
Key.tab		1568974000.6057312
Key.alt_l		1568974001.21447
Key.space		1568974003.3943121
'c'		1568974003.5492482
'd'		1568974003.6347694
Key.space		1568974003.7805452
Key.backspace		1568974003.9865887
Key.backspace		1568974004.1262603
Key.backspace		1568974004.2723112
Key.backspace		1568974004.39704
'c'		1568974004.6147153
'd'		1568974004.7043288
Key.space		1568974004.7926455
Key.ctrl_l		1568974005.0494432
'v'		1568974005.2146163
Key.enter		1568974005.380158
Key.alt_l		1568974005.7083175
Key.tab		1568974005.7733006
Key.alt_l		1568974006.6171172
Key.tab		1568974006.7065
Key.alt_l		1568974007.488601
Key.tab		1568974007.6070144
Key.tab		1568974007.722209
Key.alt_l		1568974008.1855426
Key.tab		1568974008.2705634
Key.alt_l		1568974008.7989123
Key.tab		1568974008.844816
Key.alt_l		1568974009.9318085
Key.tab		1568974010.0465698
'p'		1568974010.4022777
'y'		1568974010.798947
'i'		1568974011.0386162
'n'		1568974011.243186
's'		1568974011.3889225
't'		1568974011.554748
'a'		1568974011.6466348
'l'		1568974011.7709606
'l'		1568974011.9133406
'e'		1568974011.9754426
'r'		1568974012.055711
Key.alt_l		1568974012.2706594
Key.tab		1568974012.3354716
Key.alt_l		1568974013.5094814
Key.tab		1568974013.5639951
Key.space		1568974013.7437925
'-'		1568974014.0066614
'f'		1568974014.6545286
Key.space		1568974014.7804
Key.alt_l		1568974014.9367373
Key.tab		1568974014.968749
Key.alt_l		1568974016.0875294
Key.tab		1568974016.1170502
'm'		1568974016.9166853
'a'		1568974017.0398788
'i'		1568974017.1533558
'n'		1568974017.3155444
'.'		1568974017.904141
'p'		1568974018.6603134
'y'		1568974018.9420042
Key.alt_l		1568974019.1915152
Key.tab		1568974019.2765884
Key.tab		1568974019.7755141
Key.alt_l		1568974020.2821662
Key.tab		1568974020.3821054
Key.enter		1568974021.23674
Key.cmd		1568974025.44346
'f'		1568974025.6609087
Key.cmd		1568974026.6328151
'r'		1568974026.7697768
Key.enter		1568974027.150512
'g'		1568974028.90507
';'		1568974029.03526
Key.shift		1568974029.0831027
Key.backspace		1568974029.2739449
Key.shift		1568974029.4038227
';'		1568974029.5188634
Key.enter		1568974029.7049642
Key.ctrl_l		1568974030.1697218
'v'		1568974030.3737385
Key.backspace		1568974031.0533175
Key.backspace		1568974031.57022
Key.backspace		1568974031.6001594
Key.backspace		1568974031.6295016
Key.backspace		1568974031.659408
Key.backspace		1568974031.6899223
Key.backspace		1568974031.7204587
Key.backspace		1568974031.749658
Key.backspace		1568974031.7795277
Key.backspace		1568974031.8104692
Key.backspace		1568974031.8399284
Key.backspace		1568974031.8702302
Key.backspace		1568974031.904009
Key.backspace		1568974031.9350755
Key.backspace		1568974031.9646888
Key.backspace		1568974031.99444
Key.backspace		1568974032.0246122
Key.backspace		1568974032.0548403
Key.backspace		1568974032.0847375
Key.backspace		1568974032.135717
Key.backspace		1568974032.1518264
Key.backspace		1568974032.184164
Key.backspace		1568974032.2185903
Key.backspace		1568974032.2486324
Key.backspace		1568974032.279192
Key.backspace		1568974032.3083556
Key.backspace		1568974032.3383727
Key.backspace		1568974032.3687434
Key.backspace		1568974032.398561
Key.backspace		1568974032.4289944
Key.backspace		1568974032.458743
'c'		1568974032.4980712
'd'		1568974032.5680525
Key.space		1568974032.7488189
Key.ctrl_l		1568974033.0164366
'v'		1568974033.1605718
Key.enter		1568974033.2923172
'p'		1568974040.4285884
'y'		1568974040.7944727
'i'		1568974041.0062068
'n'		1568974041.206767
's'		1568974041.3117614
't'		1568974041.4461272
'a'		1568974041.53736
'l'		1568974041.6473036
'l'		1568974041.817675
'e'		1568974041.91354
'r'		1568974041.9835489
Key.space		1568974042.2440495
'-'		1568974042.5583425
'f'		1568974043.0703156
Key.space		1568974043.411856
'm'		1568974043.9075236
'a'		1568974044.0636966
'i'		1568974044.1704402
'n'		1568974044.3805125
'.'		1568974044.6214159
'p'		1568974045.1040604
'y'		1568974045.3059032
Key.enter		1568974045.393477
Key.alt_l		1568974046.3403966
Key.tab		1568974046.3784862
Key.tab		1568974047.087363
Key.alt_l		1568974048.5834408
Key.tab		1568974048.7482195
Key.alt_l		1568974050.415402
Key.tab		1568974051.0636125
Key.alt_l		1568974051.8236434
Key.tab		1568974052.2468624
'p'		1568974053.8177595
'i'		1568974053.9381735
'p'		1568974054.0881317
Key.space		1568974058.1804864
'i'		1568974058.3265977
'n'		1568974058.4966536
's'		1568974058.6459255
't'		1568974058.772884
'a'		1568974058.8692424
';'		1568974059.1617293
';'		1568974059.3197005
Key.backspace		1568974059.6011524
Key.backspace		1568974059.7464914
'l'		1568974060.1020503
'l'		1568974060.2595334
Key.space		1568974060.4211445
'p'		1568974060.5521524
'y'		1568974060.8546655
'i'		1568974061.0334446
'n'		1568974061.4506595
's'		1568974062.0745735
't'		1568974062.2490547
'a'		1568974062.3632312
'l'		1568974062.4698274
'l'		1568974062.6244807
'e'		1568974062.684511
'r'		1568974062.7792716
Key.enter		1568974062.9247794
Key.alt_l		1568974068.2003613
Key.tab		1568974068.2603328
Key.alt_l		1568974069.0908148
Key.tab		1568974069.1657715
'p'		1568974077.773195
'i'		1568974077.9340737
'p'		1568974078.028223
Key.space		1568974078.2492406
'i'		1568974078.3883772
'n'		1568974078.587523
's'		1568974078.7044106
't'		1568974078.869976
'a'		1568974078.9674466
'l'		1568974079.0672612
'l'		1568974079.2228644
Key.space		1568974079.4088514
Key.backspace		1568974079.8753333
Key.backspace		1568974080.3760273
Key.backspace		1568974080.4061475
Key.backspace		1568974080.4364822
Key.backspace		1568974080.466164
Key.backspace		1568974080.5004733
Key.backspace		1568974080.6202617
Key.backspace		1568974080.8068252
'e'		1568974080.9883263
'a'		1568974081.122835
's'		1568974081.2987063
'y'		1568974081.792343
'i'		1568974082.707087
'n'		1568974082.9061472
's'		1568974083.022885
't'		1568974083.1142285
's'		1568974083.2099695
'a'		1568974083.2200484
'l'		1568974083.3049276
'l'		1568974083.4496725
Key.space		1568974083.6123836
'p'		1568974083.9388888
'y'		1568974084.2890399
'i'		1568974084.91757
'n'		1568974085.1336753
's'		1568974085.238084
't'		1568974085.3994837
'a'		1568974085.5058427
'l'		1568974085.5995367
'l'		1568974085.7525544
'e'		1568974085.8669198
'r'		1568974085.9485283
Key.enter		1568974086.1842158
Key.tab		1568974088.7057006
'p'		1568974092.7596068
'y'		1568974093.046402
'i'		1568974093.3518515
'n'		1568974093.5424287
's'		1568974093.6321902
't'		1568974093.8214085
'a'		1568974093.9276426
Key.down		1568974094.4675813
Key.enter		1568974094.6397495
Key.ctrl_l		1568974102.567143
'c'		1568974102.6289647
Key.alt_l		1568974102.907278
Key.tab		1568974102.9325836
Key.ctrl_l		1568974104.6576295
'c'		1568974104.7189724
Key.alt_l		1568974104.9308941
Key.alt_l		1568974105.047287
Key.tab		1568974105.0572019
Key.alt_l		1568974105.0918303
Key.alt_l		1568974105.442416
Key.ctrl_l		1568974105.9069858
'v'		1568974105.9839494
Key.ctrl_l		1568974106.3111424
Key.ctrl_l		1568974106.7612808
'a'		1568974106.781359
'a'		1568974106.9015
Key.backspace		1568974107.381803
Key.ctrl_l		1568974107.63888
Key.backspace		1568974108.0045066
Key.backspace		1568974108.5208178
Key.ctrl_l		1568974108.6061633
Key.backspace		1568974108.7114642
Key.backspace		1568974109.2268817
Key.backspace		1568974109.263873
Key.backspace		1568974109.294336
Key.backspace		1568974109.3241224
Key.backspace		1568974109.354084
Key.backspace		1568974109.3840775
Key.backspace		1568974109.4140997
Key.backspace		1568974109.444086
Key.backspace		1568974109.4743924
Key.backspace		1568974109.5040586
Key.backspace		1568974109.5340137
Key.backspace		1568974109.5642617
Key.backspace		1568974109.5937588
Key.ctrl_l		1568974109.7339253
'v'		1568974109.853893
Key.enter		1568974110.0216448
Key.alt_l		1568974111.9164772
Key.tab		1568974111.9565508
Key.alt_l		1568974114.267375
Key.tab		1568974114.3043537
Key.alt_l		1568974133.2797744
Key.tab		1568974133.3908956
Key.alt_l		1568974133.909261
Key.tab		1568974133.9582412
Key.alt_l		1568974135.4329908
Key.tab		1568974135.8833272
Key.space		1568974137.9540548
'e'		1568974138.1835723
'r'		1568974138.3684518
'r'		1568974138.551174
Key.down		1568974139.008611
Key.space		1568974139.2516372
'i'		1568974139.7061276
'n'		1568974139.916203
'v'		1568974140.1669085
'a'		1568974140.3823488
Key.down		1568974141.037197
Key.enter		1568974141.288266
Key.ctrl_l		1568974150.0757365
'c'		1568974150.1913111
Key.alt_l		1568974150.423137
Key.tab		1568974150.473616
Key.ctrl_l		1568974150.9344757
'v'		1568974151.002093
Key.enter		1568974151.2966006
'p'		1568974152.5852077
'i'		1568974152.7162204
'p'		1568974152.8225605
Key.space		1568974153.8708045
'i'		1568974153.9881332
'n'		1568974154.194844
's'		1568974154.486397
't'		1568974154.7190483
'a'		1568974154.8538802
'l'		1568974155.013194
'l'		1568974155.162843
Key.space		1568974155.3373342
'p'		1568974155.6783154
'y'		1568974156.2571266
'i'		1568974157.9112844
'n'		1568974158.1039107
's'		1568974159.371618
't'		1568974159.5935323
'a'		1568974159.6873379
'l'		1568974159.8557713
'l'		1568974160.0067825
'e'		1568974160.1615179
'r'		1568974160.2213128
Key.enter		1568974160.33126
Key.alt_l		1568974178.5570664
Key.tab		1568974179.4797096
Key.tab		1568974180.95406
Key.ctrl_l		1568974182.6449523
Key.ctrl_l		1568974183.4573572
'c'		1568974183.548116
Key.alt_l		1568974183.812667
Key.tab		1568974183.83274
Key.backspace		1568974188.2219841
Key.backspace		1568974188.3973136
Key.backspace		1568974188.5544615
Key.backspace		1568974188.725146
'p'		1568974190.1651812
'y'		1568974190.7074268
'i'		1568974190.8226078
'n'		1568974191.7459762
's'		1568974192.1117837
't'		1568974192.2435367
'a'		1568974192.3436608
'l'		1568974192.5092914
'l'		1568974192.6698134
'e'		1568974192.7443106
'r'		1568974192.8093567
Key.space		1568974192.9345438
'-'		1568974195.6245658
'f'		1568974195.8305264
Key.space		1568974196.0308657
'm'		1568974196.6319325
'a'		1568974196.7778764
'i'		1568974196.8420877
'n'		1568974197.0418792
','		1568974197.4151242
Key.backspace		1568974197.8197088
'p'		1568974198.3488374
'y'		1568974198.671768
Key.backspace		1568974198.8668888
Key.backspace		1568974199.0074756
','		1568974199.4600601
Key.backspace		1568974200.0147588
'.'		1568974200.1751652
'p'		1568974200.3189943
'y'		1568974200.4694285
Key.enter		1568974200.6266162
Key.alt_l		1568974214.5502055
Key.tab		1568974214.6307948
Key.tab		1568974215.1915853
Key.tab		1568974215.3715894
Key.tab		1568974215.7153976
Key.tab		1568974215.8777146
Key.tab		1568974216.0432596
Key.tab		1568974216.203271
Key.tab		1568974216.3632932
Key.alt_l		1568974219.6326823
Key.tab		1568974219.9137774
Key.alt_l		1568974222.6682482
Key.tab		1568974222.7033086
Key.alt_l		1568974223.5908437
Key.tab		1568974223.6203759
'p'		1568974224.7986171
'y'		1568974225.1101892
'i'		1568974225.797465
'n'		1568974226.0265198
's'		1568974226.1617618
't'		1568974226.3587673
'a'		1568974226.4489613
'l'		1568974226.5587687
'l'		1568974226.7124352
'e'		1568974226.7979827
'r'		1568974226.8702455
Key.space		1568974227.0765142
Key.shift		1568974227.4170985
'-'		1568974228.055873
Key.shift		1568974228.3211727
'f'		1568974228.4760802
Key.alt_l		1568974229.0519779
Key.tab		1568974229.087334
Key.alt_l		1568974229.6687372
Key.tab		1568974229.7484727
Key.space		1568974230.0687935
'm'		1568974230.54343
'a'		1568974230.6606867
'i'		1568974230.761673
'n'		1568974230.9692466
'.'		1568974231.3995917
'p'		1568974231.8928018
'y'		1568974232.1853235
Key.enter		1568974232.5277467
Key.alt_l		1568974239.5442543
Key.tab		1568974239.584231
Key.tab		1568974240.1369288
Key.alt_l		1568974240.656619
Key.tab		1568974240.70159
'a'		1568974253.404814
'd'		1568974253.7552607
'a'		1568974253.963686
's'		1568974254.1233008
Key.alt_l		1568974256.1676035
Key.tab		1568974256.2246146
Key.backspace		1568974259.2324317
Key.backspace		1568974262.7067366
Key.enter		1568974263.343467
Key.down		1568974263.6795185
Key.down		1568974263.91758
Key.down		1568974264.3494337
Key.up		1568974264.72758
Key.enter		1568974264.9268808
Key.down		1568974265.5543115
Key.up		1568974265.7595363
Key.enter		1568974265.9193075
Key.down		1568974266.6102266
Key.enter		1568974266.8736303
Key.backspace		1568974267.9677794
Key.up		1568974268.7921586
Key.enter		1568974268.9453914
Key.backspace		1568974269.3688715
Key.backspace		1568974269.5521936
Key.delete		1568974270.1197748
Key.alt_l		1568974271.8488886
Key.tab		1568974271.9085999
Key.tab		1568974272.5558004
Key.tab		1568974272.736942
Key.tab		1568974273.0225194
Key.tab		1568974273.15744
Key.tab		1568974273.341629
Key.alt_l		1568974278.9315863
Key.tab		1568974278.9917605
Key.alt_l		1568974285.356168
Key.tab		1568974285.4427757
Key.right		1568974288.4052806
Key.right		1568974288.5554936
Key.right		1568974288.7193522
Key.right		1568974288.8787446
Key.right		1568974288.9965322
'.'		1568974289.3576918
't'		1568974289.6246836
'x'		1568974289.8713582
't'		1568974289.9632716
Key.enter		1568974290.0842128
Key.enter		1568974290.6954978
Key.alt_l		1568974297.4662302
Key.shift		1568974297.4763045
'g'		1568974297.7364302
't'		1568974297.8078449
'h'		1568974297.9138997
't'		1568974297.999719
'b'		1568974298.6817021
'v'		1568974298.859259
't'		1568974300.2945533
'y'		1568974300.416042
'e'		1568974300.537273
'q'		1568974300.9086952
Key.space		1568974301.0990164
'd'		1568974301.5574236
Key.space		1568974301.6425567
Key.alt_l		1568974302.4001412
Key.shift		1568974302.4093044
'e'		1568974302.801015
'x'		1568974303.0443351
'e'		1568974303.1354933
Key.space		1568974303.3276966
Key.shift		1568974303.5999599
Key.alt_l		1568974303.6090205
Key.space		1568974303.880836
'b'		1568974304.0116348
Key.backspace		1568974304.2716706
Key.backspace		1568974304.5115776
'b'		1568974304.7223375
Key.space		1568974304.8477812
'p'		1568974305.004098
'f'		1568974305.2353861
'g'		1568974305.9839857
'e'		1568974306.0895436
'c'		1568974306.2967489
'n'		1568974306.45297
'b'		1568974306.598619
Key.shift		1568974306.7792594
'0'		1568974306.8894331
Key.enter		1568974307.1556354
Key.alt_l		1568974313.968562
Key.tab		1568974314.028665
'g'		1568974317.8118348
'g'		1568974317.836821
't'		1568974317.922007
'h'		1568974318.073272
Key.backspace		1568974318.4027495
Key.backspace		1568974318.5053482
Key.backspace		1568974318.8157995
't'		1568974318.9952483
'h'		1568974319.0903473
't'		1568974319.208746
'b'		1568974319.779291
'v'		1568974319.966339
't'		1568974320.3224943
'y'		1568974320.413817
'e'		1568974320.5702295
'q'		1568974320.8611069
Key.space		1568974321.0012972
'd'		1568974321.304127
Key.space		1568974321.5611684
Key.shift		1568974322.0663896
Key.alt_l		1568974322.0866482
'e'		1568974322.2708557
'x'		1568974322.5016346
'e'		1568974322.7083387
Key.space		1568974322.9192328
Key.alt_l		1568974323.0794199
Key.shift		1568974323.094421
Key.space		1568974323.2467453
'c'		1568974323.3824284
Key.space		1568974323.6263237
Key.backspace		1568974323.8969426
Key.backspace		1568974324.0528007
'b'		1568974324.1027493
'b'		1568974324.1873434
Key.backspace		1568974324.617581
Key.backspace		1568974324.7625525
Key.backspace		1568974324.9190598
'b'		1568974325.0849943
Key.space		1568974325.2567158
'p'		1568974325.6452358
'f'		1568974325.7563128
'e'		1568974325.8911555
'g'		1568974326.096773
Key.backspace		1568974326.5024662
Key.backspace		1568974326.6243927
'g'		1568974326.7693946
'e'		1568974326.859309
'c'		1568974327.0300262
'n'		1568974327.1252952
'b'		1568974327.2771041
Key.shift		1568974327.3674262
'0'		1568974327.536132
Key.enter		1568974327.8252933
Key.alt_l		1568974332.6871896
Key.tab		1568974332.8075576
Key.alt_l		1568974332.842858
Key.alt_l		1568974333.3330598
Key.tab		1568974333.3959055
Key.backspace		1568974334.1379564
Key.enter		1568974337.4562805
Key.ctrl_l		1568974337.8873467
'z'		1568974338.2141743
Key.backspace		1568974338.9232583
Key.enter		1568974339.4129412
Key.down		1568974340.9690351
Key.backspace		1568974341.4023905
Key.enter		1568974342.0681524
Key.backspace		1568974344.7814167
Key.down		1568974345.0394964
Key.down		1568974345.2851663
Key.enter		1568974345.7601697
Key.esc		1568974346.6392162
Key.esc		1568974347.0924847
Key.alt_l		1568974349.4754922
Key.tab		1568974349.6209779
Key.alt_l		1568974351.009315
Key.tab		1568974351.1306677
Key.up		1568974352.8103757
Key.up		1568974352.9441564
Key.enter		1568974353.1965625
Key.down		1568974354.6819913
Key.backspace		1568974355.358351
Key.up		1568974355.8664675
Key.down		1568974356.3976128
Key.down		1568974356.8625429
Key.enter		1568974357.4133189
Key.down		1568974357.6705744
Key.enter		1568974357.880494
Key.down		1568974358.08343
Key.down		1568974358.5857728
Key.down		1568974358.6158528
Key.down		1568974358.6460834
Key.down		1568974358.6755872
Key.down		1568974358.7058725
Key.down		1568974358.7419128
Key.down		1568974358.7724323
Key.down		1568974358.8014135
Key.down		1568974358.8313982
Key.down		1568974358.8613803
Key.down		1568974358.8913622
Key.down		1568974358.921347
Key.down		1568974358.9543276
Key.down		1568974358.9873188
Key.down		1568974359.022636
Key.down		1568974359.0526316
Key.down		1568974359.0828497
Key.down		1568974359.1132445
Key.down		1568974359.1425233
Key.down		1568974359.172683
Key.down		1568974359.2031934
Key.down		1568974359.233206
Key.down		1568974359.262445
Key.down		1568974359.2955549
Key.down		1568974359.3232594
Key.down		1568974359.3532856
Key.down		1568974359.3830647
Key.down		1568974359.4130383
Key.down		1568974359.4431376
Key.down		1568974359.4730012
Key.down		1568974359.5033088
Key.down		1568974359.5329204
Key.down		1568974359.5630734
Key.down		1568974359.5928423
Key.down		1568974359.6223838
Key.down		1568974359.652875
Key.down		1568974359.6824992
Key.down		1568974359.7127132
Key.down		1568974359.7447805
Key.down		1568974359.776101
Key.down		1568974359.8062046
Key.up		1568974360.264415
Key.up		1568974360.8828428
Key.ctrl_l		1568974361.7941844
'a'		1568974362.0742512
Key.delete		1568974362.9813082
Key.alt_l		1568974363.7693486
Key.tab		1568974363.8134372
Key.alt_l		1568974364.8356779
Key.tab		1568974364.8707159
Key.alt_l		1568974365.2021668
Key.tab		1568974365.356629
Key.alt_l		1568974365.82452
Key.tab		1568974365.8894567
Key.backspace		1568974366.2046802
Key.alt_l		1568974366.620213
Key.tab		1568974366.6702666
Key.alt_l		1568974367.0502417
Key.tab		1568974367.1144984
Key.ctrl_l		1568974368.075259
Key.shift		1568974368.2249632
Key.esc		1568974368.4446826
Key.ctrl_l		1568974368.63392
Key.enter		1568974383.469046
Key.ctrl_l		1568974383.725713
'a'		1568974383.8410358
Key.delete		1568974384.2219763
Key.backspace		1568974385.1433587
Key.backspace		1568974385.638349
Key.enter		1568974386.6662514
Key.down		1568974386.998682
Key.enter		1568974387.1583662
Key.backspace		1568974388.1213098
Key.up		1568974388.4199812
Key.enter		1568974388.6080966
Key.backspace		1568974388.9429176
Key.down		1568974389.1754434
Key.enter		1568974389.2270172
Key.down		1568974390.1274652
Key.delete		1568974390.4450967
Key.ctrl_l		1568974394.5964818
Key.shift		1568974394.7522633
Key.esc		1568974394.8665318
Key.ctrl_l		1568974435.122853
Key.shift		1568974435.5479648
Key.esc		1568974435.6682854
Key.alt_l		1568975528.062714
Key.tab		1568975528.1267722
Key.enter		1568975528.9755373
Key.backspace		1568975531.0915854
Key.backspace		1568975531.5285094
Key.enter		1568975531.997972
Key.down		1568975532.2101417
Key.enter		1568975532.490942
Key.backspace		1568975533.0884893
Key.backspace		1568975533.2734377
Key.down		1568975533.7243817
Key.down		1568975533.8786657
Key.up		1568975534.2541225
Key.up		1568975534.4763007
Key.enter		1568975535.0608737
Key.enter		1568975535.0922604
Key.down		1568975535.3031352
Key.enter		1568975535.5034811
Key.alt_l		1568975536.1841042
Key.tab		1568975536.254282
Key.alt_l		1568975536.712233
Key.tab		1568975536.7534764
Key.alt_l		1568975537.0181901
Key.tab		1568975537.0632653
Key.tab		1568975537.2234106
'\x1a'		1568975537.9355304
Key.space		1568975538.1059723
'\x04'		1568975538.210964
'\n'		1568975538.3513374
'\x0e'		1568975538.4933898
Key.space		1568975538.587598
'\x0c'		1568975539.165601
'\x06'		1568975539.251366
'æ'		1568975539.372581
'\x14'		1568975539.4883502
Key.space		1568975539.5728886
'\x03'		1568975540.1803415
'\x14'		1568975540.3509827
'\x11'		1568975540.4673073
'\x18'		1568975540.741565
'\x06'		1568975540.8727684
'\x03'		1568975541.1079075
Key.space		1568975541.3939307
'\n'		1568975541.656109
'á'		1568975541.8456674
'\x10'		1568975542.0890846
Key.backspace		1568975542.351569
'\x0f'		1568975542.4623268
'\x06'		1568975542.942157
'þ'		1568975543.0484054
'\x03'		1568975543.1684735
'\r'		1568975543.3190234
Key.space		1568975543.7410975
'\x03'		1568975543.9624383
'\x02'		1568975544.2633822
'\x0c'		1568975544.3929226
'\x05'		1568975544.5143113
Key.backspace		1568975544.7576046
